name,Selection,Bowl,Favorite,Underdog,Confidence_Score
Harper,Boston College,Quick Lane,Boston College,Maryland,22
Joel,Boston College,Quick Lane,Boston College,Maryland,32
Derick,BYU,Poinsettia,BYU,Wyoming,24
Harper,BYU,Poinsettia,BYU,Wyoming,38
JHajdin,BYU,Poinsettia,BYU,Wyoming,29
Joey,BYU,Poinsettia,BYU,Wyoming,27
JPearce,BYU,Poinsettia,BYU,Wyoming,27
Harper,Clemson,Fiesta,Ohio State,Clemson,27
Harper,Clemson,National Championship,Alabama,Clemson,1
Derick,Colorado,Alamo,Colorado,Oklahoma State,7
Harper,Colorado,Alamo,Colorado,Oklahoma State,9
JHajdin,Colorado,Alamo,Colorado,Oklahoma State,11
Darryl,Colorado State,Potato,Colorado State,Idaho,40
Derick,Colorado State,Potato,Colorado State,Idaho,36
Joel,Colorado State,Potato,Colorado State,Idaho,30
Joey,Colorado State,Potato,Colorado State,Idaho,38
JPearce,Colorado State,Potato,Colorado State,Idaho,34
Darryl,Eastern Michigan,Bahamas,Old Dominion,Eastern Michigan,6
Harper,Eastern Michigan,Bahamas,Old Dominion,Eastern Michigan,16
Joel,Eastern Michigan,Bahamas,Old Dominion,Eastern Michigan,2
Joey,Eastern Michigan,Bahamas,Old Dominion,Eastern Michigan,13
Darryl,Florida,Outback,Florida,Iowa,18
Derick,Florida,Outback,Florida,Iowa,27
JHajdin,Florida,Outback,Florida,Iowa,9
Joel,Florida,Outback,Florida,Iowa,34
JPearce,Florida State,Orange,Michigan,Florida State,1
Darryl,Georgia,Liberty,TCU,Georgia,13
Derick,Georgia,Liberty,TCU,Georgia,9
JPearce,Georgia,Liberty,TCU,Georgia,17
Darryl,Georgia Tech,Taxslayer,Georgia Tech,Kentucky,29
JHajdin,Georgia Tech,Taxslayer,Georgia Tech,Kentucky,22
Joel,Georgia Tech,Taxslayer,Georgia Tech,Kentucky,25
Joey,Georgia Tech,Taxslayer,Georgia Tech,Kentucky,28
JPearce,Georgia Tech,Taxslayer,Georgia Tech,Kentucky,21
Darryl,Hawai段,Hawaii,Hawai段,Middle Tennessee,20
Harper,Hawai段,Hawaii,Hawai段,Middle Tennessee,13
JHajdin,Hawai段,Hawaii,Hawai段,Middle Tennessee,3
Joey,Hawai段,Hawaii,Hawai段,Middle Tennessee,23
Harper,Houston,Las Vegas,Houston,San Diego State,31
JHajdin,Houston,Las Vegas,Houston,San Diego State,20
Joey,Houston,Las Vegas,Houston,San Diego State,24
Harper,Idaho,Potato,Colorado State,Idaho,8
JHajdin,Idaho,Potato,Colorado State,Idaho,35
Harper,Iowa,Outback,Florida,Iowa,25
Joey,Iowa,Outback,Florida,Iowa,7
JPearce,Iowa,Outback,Florida,Iowa,9
Derick,Kansas State,Texas,Texas A&M,Kansas State,10
JHajdin,Kansas State,Texas,Texas A&M,Kansas State,12
JPearce,Kansas State,Texas,Texas A&M,Kansas State,5
Derick,Kentucky,Taxslayer,Georgia Tech,Kentucky,6
Harper,Kentucky,Taxslayer,Georgia Tech,Kentucky,6
Darryl,Louisiana Lafayette,New Orleans,Southern Mississippi,Louisiana Lafayette,7
Derick,Louisiana Lafayette,New Orleans,Southern Mississippi,Louisiana Lafayette,2
Harper,Louisiana Lafayette,New Orleans,Southern Mississippi,Louisiana Lafayette,11
JHajdin,Louisiana Lafayette,New Orleans,Southern Mississippi,Louisiana Lafayette,13
Joey,Louisiana Lafayette,New Orleans,Southern Mississippi,Louisiana Lafayette,3
Derick,Louisiana Tech,Armed Forces,Navy,Louisiana Tech,21
JHajdin,Louisiana Tech,Armed Forces,Navy,Louisiana Tech,5
Joey,Louisiana Tech,Armed Forces,Navy,Louisiana Tech,14
JPearce,Louisiana Tech,Armed Forces,Navy,Louisiana Tech,13
Darryl,Louisville,Citrus,LSU,Louisville,15
Harper,Louisville,Citrus,LSU,Louisville,19
JHajdin,Louisville,Citrus,LSU,Louisville,1
JPearce,Louisville,Citrus,LSU,Louisville,16
Derick,LSU,Citrus,LSU,Louisville,19
Joel,LSU,Citrus,LSU,Louisville,26
Joey,LSU,Citrus,LSU,Louisville,12
Darryl,Maryland,Quick Lane,Boston College,Maryland,8
Derick,Maryland,Quick Lane,Boston College,Maryland,14
JHajdin,Maryland,Quick Lane,Boston College,Maryland,4
Joey,Maryland,Quick Lane,Boston College,Maryland,11
JPearce,Maryland,Quick Lane,Boston College,Maryland,6
Darryl,Memphis,Boca Raton,Western Kentucky,Memphis,3
Harper,Memphis,Boca Raton,Western Kentucky,Memphis,5
Joey,Memphis,Boca Raton,Western Kentucky,Memphis,6
JPearce,Memphis,Boca Raton,Western Kentucky,Memphis,14
Darryl,Miami,Russell Athletic,West Virginia,Miami,16
Harper,Miami,Russell Athletic,West Virginia,Miami,7
JPearce,Miami,Russell Athletic,West Virginia,Miami,19
Darryl,Michigan,Orange,Michigan,Florida State,27
Derick,Michigan,Orange,Michigan,Florida State,38
Harper,Michigan,Orange,Michigan,Florida State,37
JHajdin,Michigan,Orange,Michigan,Florida State,24
Joel,Michigan,Orange,Michigan,Florida State,8
Joey,Michigan,Orange,Michigan,Florida State,17
Derick,Middle Tennessee,Hawaii,Hawai段,Middle Tennessee,30
Joel,Middle Tennessee,Hawaii,Hawai段,Middle Tennessee,15
JPearce,Middle Tennessee,Hawaii,Hawai段,Middle Tennessee,3
Darryl,Minnesota,Holiday,Washington State,Minnesota,4
JHajdin,Minnesota,Holiday,Washington State,Minnesota,21
Joel,Minnesota,Holiday,Washington State,Minnesota,12
Darryl,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),41
Derick,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),40
Harper,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),30
JHajdin,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),37
Joel,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),31
Joey,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),37
JPearce,Mississippi State,St. Petersburg,Mississippi State,Miami (OH),40
Darryl,Navy,Armed Forces,Navy,Louisiana Tech,23
Harper,Navy,Armed Forces,Navy,Louisiana Tech,33
Joel,Navy,Armed Forces,Navy,Louisiana Tech,14
Darryl,NC State,Independence,NC State,Vanderbilt,32
Joel,NC State,Independence,NC State,Vanderbilt,3
Joey,NC State,Independence,NC State,Vanderbilt,21
JPearce,NC State,Independence,NC State,Vanderbilt,11
Darryl,Nebraska,Music City,Tennessee,Nebraska,9
Derick,Nebraska,Music City,Tennessee,Nebraska,16
Joel,Nebraska,Music City,Tennessee,Nebraska,41
Joey,Nebraska,Music City,Tennessee,Nebraska,8
JPearce,Nebraska,Music City,Tennessee,Nebraska,20
Darryl,New Mexico,New Mexico,New Mexico,Texas San Antonio,36
Derick,New Mexico,New Mexico,New Mexico,Texas San Antonio,23
Harper,New Mexico,New Mexico,New Mexico,Texas San Antonio,35
Joel,New Mexico,New Mexico,New Mexico,Texas San Antonio,38
JPearce,New Mexico,New Mexico,New Mexico,Texas San Antonio,32
Derick,North Carolina,Sun,North Carolina,Stanford,15
Harper,North Carolina,Sun,North Carolina,Stanford,20
Darryl,North Texas,Heart of Dallas,Army,North Texas,1
Derick,North Texas,Heart of Dallas,Army,North Texas,11
Harper,North Texas,Heart of Dallas,Army,North Texas,12
Joel,Northwestern,Pinstripe,Pittsburgh,Northwestern,20
Derick,Ohio,Dollar General,Troy,Ohio,3
JHajdin,Ohio,Dollar General,Troy,Ohio,23
JPearce,Ohio,Dollar General,Troy,Ohio,4
Darryl,Ohio State,Fiesta,Ohio State,Clemson,22
Darryl,Ohio State,National Championship,Winner of Peach,Winner of Fiesta,21
Derick,Ohio State,Fiesta,Ohio State,Clemson,5
JHajdin,Ohio State,Fiesta,Ohio State,Clemson,14
Joel,Ohio State,Fiesta,Ohio State,Clemson,24
Joey,Ohio State,Fiesta,Ohio State,Clemson,22
JPearce,Ohio State,Fiesta,Ohio State,Clemson,22
Derick,Oklahoma,Sugar,Oklahoma,Auburn,39
JHajdin,Oklahoma,Sugar,Oklahoma,Auburn,31
Darryl,Oklahoma State,Alamo,Colorado,Oklahoma State,12
Joel,Oklahoma State,Alamo,Colorado,Oklahoma State,27
Joey,Oklahoma State,Alamo,Colorado,Oklahoma State,20
JPearce,Oklahoma State,Alamo,Colorado,Oklahoma State,12
Derick,Old Dominion,Bahamas,Old Dominion,Eastern Michigan,20
JHajdin,Old Dominion,Bahamas,Old Dominion,Eastern Michigan,17
JPearce,Old Dominion,Bahamas,Old Dominion,Eastern Michigan,31
Darryl,Penn State,Rose,USC,Penn State,10
JHajdin,Penn State,Rose,USC,Penn State,2
Joel,Penn State,Rose,USC,Penn State,9
Joey,Penn State,Rose,USC,Penn State,2
JPearce,Penn State,Rose,USC,Penn State,7
Darryl,Pittsburgh,Pinstripe,Pittsburgh,Northwestern,31
Derick,Pittsburgh,Pinstripe,Pittsburgh,Northwestern,28
Harper,Pittsburgh,Pinstripe,Pittsburgh,Northwestern,14
JHajdin,Pittsburgh,Pinstripe,Pittsburgh,Northwestern,18
Joey,Pittsburgh,Pinstripe,Pittsburgh,Northwestern,16
JPearce,Pittsburgh,Pinstripe,Pittsburgh,Northwestern,28
Darryl,San Diego State,Las Vegas,Houston,San Diego State,5
Derick,San Diego State,Las Vegas,Houston,San Diego State,4
Joel,San Diego State,Las Vegas,Houston,San Diego State,16
JPearce,San Diego State,Las Vegas,Houston,San Diego State,10
Joel,South Alabama,Arizona,Air Force,South Alabama,5
Derick,South Carolina,Birmingham,South Florida,South Carolina,1
JPearce,South Carolina,Birmingham,South Florida,South Carolina,8
Darryl,South Florida,Birmingham,South Florida,South Carolina,39
Harper,South Florida,Birmingham,South Florida,South Carolina,39
JHajdin,South Florida,Birmingham,South Florida,South Carolina,33
Joel,South Florida,Birmingham,South Florida,South Carolina,11
Joey,South Florida,Birmingham,South Florida,South Carolina,36
Joel,Southern Mississippi,New Orleans,Southern Mississippi,Louisiana Lafayette,13
JPearce,Southern Mississippi,New Orleans,Southern Mississippi,Louisiana Lafayette,23
Darryl,Stanford,Sun,North Carolina,Stanford,14
JHajdin,Stanford,Sun,North Carolina,Stanford,6
Joel,Stanford,Sun,North Carolina,Stanford,10
Joey,Stanford,Sun,North Carolina,Stanford,15
JPearce,Stanford,Sun,North Carolina,Stanford,24
Harper,TCU,Liberty,TCU,Georgia,2
JHajdin,TCU,Liberty,TCU,Georgia,8
Joel,TCU,Liberty,TCU,Georgia,18
Joey,TCU,Liberty,TCU,Georgia,18
Darryl,Temple,Military,Temple,Wake Forest,33
JHajdin,Temple,Military,Temple,Wake Forest,40
Joel,Temple,Military,Temple,Wake Forest,28
Joey,Temple,Military,Temple,Wake Forest,35
JPearce,Temple,Military,Temple,Wake Forest,33
Harper,Tennessee,Music City,Tennessee,Nebraska,21
JHajdin,Tennessee,Music City,Tennessee,Nebraska,16
Darryl,Texas A&M,Texas,Texas A&M,Kansas State,17
Harper,Texas A&M,Texas,Texas A&M,Kansas State,18
Joel,Texas A&M,Texas,Texas A&M,Kansas State,35
Joey,Texas A&M,Texas,Texas A&M,Kansas State,25
JHajdin,Texas San Antonio,New Mexico,New Mexico,Texas San Antonio,32
Joey,Texas San Antonio,New Mexico,New Mexico,Texas San Antonio,10
Darryl,Toledo,Camellia,Toledo,Appalachian State,19
Derick,Toledo,Camellia,Toledo,Appalachian State,31
Joel,Toledo,Camellia,Toledo,Appalachian State,23
Darryl,Troy,Dollar General,Troy,Ohio,24
Harper,Troy,Dollar General,Troy,Ohio,23
Joel,Troy,Dollar General,Troy,Ohio,21
Joey,Troy,Dollar General,Troy,Ohio,19
Darryl,Tulsa,Miami Beach,Tulsa,Central Michigan,37
Derick,Tulsa,Miami Beach,Tulsa,Central Michigan,37
Harper,Tulsa,Miami Beach,Tulsa,Central Michigan,40
JHajdin,Tulsa,Miami Beach,Tulsa,Central Michigan,34
Joel,Tulsa,Miami Beach,Tulsa,Central Michigan,37
Joey,Tulsa,Miami Beach,Tulsa,Central Michigan,34
JPearce,Tulsa,Miami Beach,Tulsa,Central Michigan,35
Darryl,UCF,Cure,UCF,Arkansas State,25
Derick,UCF,Cure,UCF,Arkansas State,8
Harper,UCF,Cure,UCF,Arkansas State,26
Joel,UCF,Cure,UCF,Arkansas State,22
JPearce,UCF,Cure,UCF,Arkansas State,26
Derick,USC,Rose,USC,Penn State,17
Harper,USC,Rose,USC,Penn State,36
Darryl,Utah,Foster Farms,Utah,Indiana,28
Derick,Utah,Foster Farms,Utah,Indiana,18
Harper,Utah,Foster Farms,Utah,Indiana,17
JHajdin,Utah,Foster Farms,Utah,Indiana,27
Joel,Utah,Foster Farms,Utah,Indiana,4
Joey,Utah,Foster Farms,Utah,Indiana,29
JPearce,Utah,Foster Farms,Utah,Indiana,30
Derick,Vanderbilt,Independence,NC State,Vanderbilt,13
Harper,Vanderbilt,Independence,NC State,Vanderbilt,15
JHajdin,Vanderbilt,Independence,NC State,Vanderbilt,19
Darryl,Virginia Tech,Belk,Virginia Tech,Arkansas,26
Derick,Virginia Tech,Belk,Virginia Tech,Arkansas,35
Harper,Virginia Tech,Belk,Virginia Tech,Arkansas,34
JHajdin,Virginia Tech,Belk,Virginia Tech,Arkansas,26
Joel,Virginia Tech,Belk,Virginia Tech,Arkansas,33
JPearce,Virginia Tech,Belk,Virginia Tech,Arkansas,25
Derick,Wake Forest,Military,Temple,Wake Forest,12
Harper,Wake Forest,Military,Temple,Wake Forest,3
Derick,Washington State,Holiday,Washington State,Minnesota,29
Harper,Washington State,Holiday,Washington State,Minnesota,28
Joey,Washington State,Holiday,Washington State,Minnesota,33
JPearce,Washington State,Holiday,Washington State,Minnesota,38
Derick,West Virginia,Russell Athletic,West Virginia,Miami,26
JHajdin,West Virginia,Russell Athletic,West Virginia,Miami,36
Joel,West Virginia,Russell Athletic,West Virginia,Miami,19
Joey,West Virginia,Russell Athletic,West Virginia,Miami,30
Derick,Western Kentucky,Boca Raton,Western Kentucky,Memphis,25
JHajdin,Western Kentucky,Boca Raton,Western Kentucky,Memphis,25
Joel,Western Kentucky,Boca Raton,Western Kentucky,Memphis,29
Darryl,Wisconsin,Cotton,Wisconsin,Western Michigan,34
Derick,Wisconsin,Cotton,Wisconsin,Western Michigan,32
Harper,Wisconsin,Cotton,Wisconsin,Western Michigan,29
JHajdin,Wisconsin,Cotton,Wisconsin,Western Michigan,7
Joel,Wisconsin,Cotton,Wisconsin,Western Michigan,39
Joey,Wisconsin,Cotton,Wisconsin,Western Michigan,31
JPearce,Wisconsin,Cotton,Wisconsin,Western Michigan,37
Darryl,Wyoming,Poinsettia,BYU,Wyoming,2
Joel,Wyoming,Poinsettia,BYU,Wyoming,7
